address,district,rooms,size,level,max_levels,price,lat,lng,price_per_sqm
"город Ташкент, Yunusobod район, м.Минор",Yunusobod,4,279.0,1,3,150000,41.3587493,69.2996732,537.6344086021505
"город Ташкент, Yashnobod район, Садыка Азимова",Yashnobod,1,52.0,4,5,57000,41.3052221,69.2898134,1096.1538461538462
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,50.0,7,8,45000,41.2818558,69.2552666,900.0
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,53.0,4,5,46000,41.2911414,69.2601933,867.9245283018868
"город Ташкент, Mirobod район, Эльбек, Виноград",Mirobod,3,85.0,2,5,78000,41.3000778,69.2943209,917.6470588235294
"город Ташкент, Yakkasaroy район, Урикзор",Yakkasaroy,2,55.0,2,4,146000,41.2865169,69.240584,2654.5454545454545
"город Ташкент, Mirobod район, жилой комплекс Эльбек",Mirobod,3,80.0,3,5,72000,41.3466485,69.3328133,900.0
"город Ташкент, Mirobod район, парк Фурката",Mirobod,3,75.0,4,5,55000,41.2730207,69.2992286,733.3333333333334
"город Ташкент, Yunusobod район, Ц5",Yunusobod,1,43.0,1,4,47500,41.3245206,69.2773236,1104.6511627906978
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,3,75.0,1,4,95000,41.3245206,69.2773236,1266.6666666666667
"город Ташкент, Mirzo Ulugbek район, Японское посольство",Mirzo Ulugbek,3,110.0,5,5,105000,41.3057745,69.2915505,954.5454545454545
"город Ташкент, Yashnobod район, Паркентский корзинка",Yashnobod,3,86.0,4,9,89000,41.3112105,69.3285142,1034.8837209302326
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,69.0,4,9,47000,41.2818558,69.2552666,681.1594202898551
"город Ташкент, Olmzor район, Урда",Olmzor,3,70.0,6,7,57000,41.3221852,69.2616787,814.2857142857143
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,2,60.0,3,5,45000,41.3292204,69.3473509,750.0
"город Ташкент, Yashnobod район, Садыка Азимова",Yashnobod,3,80.0,1,5,78000,41.3052221,69.2898134,975.0
"город Ташкент, Mirobod район, ГУВД",Mirobod,4,100.0,4,4,68000,41.3011646,69.285686,680.0
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,68.0,9,9,47000,41.2818558,69.2552666,691.1764705882352
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,2,66.0,2,9,47000,41.2697288,69.2512486,712.1212121212121
"город Ташкент, Mirobod район, TURANDOT",Mirobod,5,110.0,8,9,83000,41.2962915,69.2844476,754.5454545454545
"город Ташкент, Yashnobod район, Садыка Азимова",Yashnobod,3,75.0,6,9,82000,41.3052221,69.2898134,1093.3333333333333
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,50.0,2,3,47000,41.2911414,69.2601933,940.0
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,56.0,4,4,47000,41.2818558,69.2552666,839.2857142857143
"город Ташкент, Mirobod район, Гламур",Mirobod,4,145.0,5,9,120000,41.2986478,69.2884405,827.5862068965517
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,60.0,5,9,48000,41.2818558,69.2552666,800.0
"город Ташкент, Yakkasaroy район, Афросиаб (пр-т Косманавтов) ",Yakkasaroy,2,51.0,4,4,49500,41.3051824,69.2638823,970.5882352941177
"город Ташкент, Yakkasaroy район, 1 нотариальная",Yakkasaroy,2,65.0,2,8,75000,41.2823082,69.2567896,1153.8461538461538
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,51.0,5,5,51000,41.2911414,69.2601933,1000.0
"город Ташкент, Mirzo Ulugbek район, ц-2 Олой (Ц-2) ",Mirzo Ulugbek,3,75.0,1,4,90000,41.3171406,69.2892434,1200.0
"город Ташкент, Mirobod район, Айбек",Mirobod,3,80.0,4,4,88000,41.2983828,69.2730715,1100.0
"город Ташкент, Mirobod район, 1-й Нукусский проезд",Mirobod,2,65.0,9,9,55000,41.2890324,69.2729933,846.1538461538462
"город Ташкент, Yashnobod район, Японское посольство",Yashnobod,2,65.0,5,5,68000,41.3057745,69.2915505,1046.1538461538462
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,3,75.0,4,4,55000,41.3245206,69.2773236,733.3333333333334
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,1,42.0,1,4,50000,41.3245206,69.2773236,1190.4761904761904
"город Ташкент, Mirobod район, Моштабиб",Mirobod,1,42.0,1,9,46000,41.2991133,69.2877728,1095.2380952380952
"город Ташкент, Mirobod район, Госпитальный",Mirobod,2,68.0,5,5,44000,41.295316,69.275364,647.0588235294117
"город Ташкент, Mirobod район, Транспортный институт",Mirobod,4,120.0,1,2,130000,41.2772419,69.2820477,1083.3333333333333
"город Ташкент, Yashnobod район, С.Азимова",Yashnobod,2,65.0,1,5,71000,41.3052221,69.2898134,1092.3076923076924
"город Ташкент, Yashnobod район, Японское посольство",Yashnobod,4,95.0,4,5,91000,41.3057745,69.2915505,957.8947368421053
"город Ташкент, Yashnobod район, С.Азимова",Yashnobod,4,100.0,1,5,98000,41.3052221,69.2898134,980.0
"город Ташкент, Mirobod район, Шевченко",Mirobod,2,50.0,4,4,47000,41.2991561,69.2785087,940.0
"город Ташкент, Yakkasaroy район, Бобур боги",Yakkasaroy,1,30.0,4,5,33500,41.28889,69.2571715,1116.6666666666667
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,50.0,2,5,52000,41.2911414,69.2601933,1040.0
"город Ташкент, Mirobod район, 1-й проезд Сайхун",Mirobod,4,120.0,7,8,95000,41.2758912,69.2937133,791.6666666666666
"город Ташкент, Yashnobod район, Садыка Азимова (Жуковского) ",Yashnobod,2,65.0,5,5,68000,41.3052221,69.2898134,1046.1538461538462
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,3,70.0,2,7,75000,41.2818558,69.2552666,1071.4285714285713
"город Ташкент, Yashnobod район, Ташсельмаш",Yashnobod,2,52.0,1,4,40000,41.3080076,69.3078679,769.2307692307693
"город Ташкент, Yashnobod район, Садыка Азимова (Жуковского) ",Yashnobod,3,80.0,4,5,90000,41.3052221,69.2898134,1125.0
"город Ташкент, Mirzo Ulugbek район, Паркентский",Mirzo Ulugbek,3,75.0,6,7,69000,41.3146381,69.3228615,920.0
"город Ташкент, Yunusobod район, Алайский",Yunusobod,3,131.0,4,8,125000,41.3188889,69.2844444,954.1984732824427
"город Ташкент, Mirzo Ulugbek район, ц-2 Олой (Ц-2) ",Mirzo Ulugbek,2,62.0,2,4,73000,41.3171406,69.2892434,1177.4193548387098
"город Ташкент, Yashnobod район, Паркентский корзинка",Yashnobod,3,86.0,4,9,89000,41.3112105,69.3285142,1034.8837209302326
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,61.0,1,5,54000,41.2673079,69.2415634,885.2459016393443
"город Ташкент, Mirzo Ulugbek район, Турон",Mirzo Ulugbek,2,50.0,3,4,33500,41.3351702,69.3688617,670.0
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,3,130.0,2,8,110000,41.296644,69.275878,846.1538461538462
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,2,64.0,5,5,34000,41.3292204,69.3473509,531.25
"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,4,90.0,5,5,42000,41.2902787,69.1839655,466.6666666666667
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,1,33.0,4,4,23000,41.3550649,69.3585936,696.969696969697
"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",Mirzo Ulugbek,2,51.0,3,4,35000,41.3445193,69.3447348,686.2745098039215
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,1,19.0,4,4,20500,41.3104865,69.2922234,1078.9473684210527
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,38.0,2,4,35500,41.314662,69.293391,934.2105263157895
"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,1,30.0,5,5,23500,41.3375577,69.3726789,783.3333333333334
"город Ташкент, Mirzo Ulugbek район, Дурмон йули",Mirzo Ulugbek,2,52.0,1,2,31000,41.3357758,69.34359,596.1538461538462
"город Ташкент, Yakkasaroy район, Афросиаб (пр-т Косманавтов) ",Yakkasaroy,2,52.0,1,3,54000,41.3051824,69.2638823,1038.4615384615386
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,57.0,3,4,54998,41.2911414,69.2601933,964.8771929824561
"город Ташкент, Yashnobod район, Ташсельмаш",Yashnobod,2,58.0,4,9,39000,41.3080076,69.3078679,672.4137931034483
"город Ташкент, Mirzo Ulugbek район, Феруза-2",Mirzo Ulugbek,5,100.0,4,4,48000,41.3550649,69.3585936,480.0
"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",Mirzo Ulugbek,2,60.0,6,9,38500,41.3326551,69.3689542,641.6666666666666
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,52.0,5,5,32000,41.3215876,69.3230626,615.3846153846154
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,1,39.0,1,5,26700,41.2697288,69.2512486,684.6153846153846
"город Ташкент, Shayhontohur район, Коратош",Shayhontohur,4,93.0,9,9,56000,41.3275402,69.2102725,602.1505376344086
"город Ташкент, Yunusobod район, Юнусабад-3",Yunusobod,2,63.0,3,4,45000,41.3587493,69.2996732,714.2857142857143
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,27.0,3,3,19500,41.2807837,69.223683,722.2222222222222
"город Ташкент, Yunusobod район, Юнусабад 16-й квартал",Yunusobod,3,70.0,3,4,57000,41.3825869,69.3019081,814.2857142857143
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,63.0,4,9,46000,41.314662,69.293391,730.1587301587301
"город Ташкент, Mirzo Ulugbek район, Элобод",Mirzo Ulugbek,1,23.0,2,3,17500,41.3239567,69.2232092,760.8695652173913
"город Ташкент, Yakkasaroy район, Ракат",Yakkasaroy,4,210.0,5,5,250000,41.2876117,69.2454228,1190.4761904761904
"город Ташкент, Mirzo Ulugbek район, Олтинтепа (Циолковского) ",Mirzo Ulugbek,3,75.0,3,7,65000,41.3184239,69.3401073,866.6666666666666
"город Ташкент, Mirzo Ulugbek район, Олой",Mirzo Ulugbek,3,80.0,1,4,92000,41.3171406,69.2892434,1150.0
"город Ташкент, Yunusobod район, Кашкар",Yunusobod,1,28.0,3,4,26500,41.3197131,69.2773236,946.4285714285714
"город Ташкент, Sergeli район, Курувчи",Sergeli,3,90.0,3,9,45000,41.218274,69.2624237,500.0
"город Ташкент, Mirzo Ulugbek район, Оккургон",Mirzo Ulugbek,2,50.0,2,4,48000,41.3275712,69.3048756,960.0
"город Ташкент, Yakkasaroy район, жилой комплекс Dream House",Yakkasaroy,3,79.0,8,9,74000,41.2787427,69.2691785,936.7088607594936
"город Ташкент, Mirobod район, Фаровон",Mirobod,5,110.0,5,9,135000,41.2758912,69.2937133,1227.2727272727273
"город Ташкент, Mirobod район, Метро Ойбек",Mirobod,3,76.0,7,16,63000,41.2983828,69.2730715,828.9473684210526
"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,110.0,9,9,85000,41.295316,69.275364,772.7272727272727
"город Ташкент, Yashnobod район, Мавлоно Риёзи",Yashnobod,3,87.0,8,9,43000,41.3123276,69.3159192,494.2528735632184
"город Ташкент, Sergeli район, 1-й проезд Сергели",Sergeli,5,108.0,4,5,46500,41.2062435,69.2278644,430.55555555555554
"город Ташкент, Mirobod район, Ул. Ойбека",Mirobod,4,150.0,6,9,145000,41.294532,69.2779052,966.6666666666666
"город Ташкент, Yakkasaroy район, Ш.Руставели",Yakkasaroy,2,65.0,2,9,48500,41.2911414,69.2601933,746.1538461538462
"город Ташкент, Chilonzor район, Арнасой (Пионерская) ",Chilonzor,2,43.0,2,4,36000,41.2759136,69.2245267,837.2093023255813
"город Ташкент, Mirzo Ulugbek район, Ирригатор",Mirzo Ulugbek,6,347.0,3,9,240000,41.3203273,69.2993794,691.64265129683
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,5,280.0,1,8,280000,41.2911414,69.2601933,1000.0
"город Ташкент, Yunusobod район, Юнусабад-9",Yunusobod,1,40.0,3,5,30000,41.3766361,69.2765786,750.0
"город Ташкент, Mirobod район, Миробод",Mirobod,3,100.0,7,9,90000,41.2758912,69.2937133,900.0
"город Ташкент, Mirobod район, Миробод",Mirobod,3,105.0,7,8,93000,41.2758912,69.2937133,885.7142857142857
"город Ташкент, Shayhontohur район, Зульфияханум",Shayhontohur,1,43.0,3,4,38500,41.3314152,69.2689007,895.3488372093024
"город Ташкент, Olmzor район, Каракамыш квартал 2/4",Olmzor,2,53.0,2,4,23500,41.2807837,69.223683,443.39622641509436
"город Ташкент, Mirobod район, Миробод",Mirobod,3,80.0,2,4,80000,41.2758912,69.2937133,1000.0
"город Ташкент, Sergeli район, Сергели-IV",Sergeli,2,59.0,2,7,25000,41.2167651,69.2415634,423.728813559322
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,3,75.0,5,9,47000,41.2697288,69.2512486,626.6666666666666
"город Ташкент, Olmzor район, Каракамыш квартал 2/4",Olmzor,1,42.0,4,5,22800,41.2807837,69.223683,542.8571428571429
"город Ташкент, Mirzo Ulugbek район, жилой комплекс Akay City",Mirzo Ulugbek,3,83.0,5,8,110000,41.3201651,69.2951929,1325.301204819277
"город Ташкент, Mirobod район, Миробод",Mirobod,3,80.0,8,9,53000,41.2758912,69.2937133,662.5
"город Ташкент, Mirobod район, Миробод",Mirobod,2,60.0,8,9,32000,41.2758912,69.2937133,533.3333333333334
"город Ташкент, Mirobod район, Миробод",Mirobod,2,60.0,9,9,35000,41.2758912,69.2937133,583.3333333333334
"город Ташкент, Yunusobod район, ТашГРЭС",Yunusobod,1,25.0,3,4,23501,41.3802576,69.3696992,940.04
"город Ташкент, Mirobod район, Миробод",Mirobod,2,60.0,5,8,42000,41.2758912,69.2937133,700.0
"город Ташкент, Sergeli район, Сергели-V",Sergeli,2,73.0,3,7,35200,41.210633,69.2281531,482.1917808219178
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,4,190.0,7,8,200000,41.2818558,69.2552666,1052.6315789473683
"город Ташкент, Yakkasaroy район, Абдуллы Каххара",Yakkasaroy,2,100.0,8,8,120000,41.2789896,69.2616233,1200.0
"город Ташкент, Shayhontohur район, Хадра",Shayhontohur,2,46.0,5,9,24500,41.3242925,69.2505036,532.6086956521739
"город Ташкент, Yunusobod район, Юнусабад-7",Yunusobod,3,60.0,3,4,33200,41.3716355,69.2691287,553.3333333333334
